"061837 PM - RawData-003 - C:\Users\Ian\06132008\blocking-sampl-area-2_061426 PM.spc"
"Wavelength nm.","T%"
865.50,88.957
866.00,88.934
866.50,88.997
867.00,89.082
867.50,89.113
868.00,89.055
868.50,88.947
869.00,88.950
869.50,89.009
870.00,89.024
870.50,89.052
871.00,89.009
871.50,88.950
872.00,88.936
872.50,88.911
873.00,88.896
873.50,88.899
874.00,88.965
874.50,89.005
875.00,89.070
875.50,89.066
876.00,89.059
876.50,89.037
877.00,88.846
877.50,88.753
878.00,88.835
878.50,88.867
879.00,88.853
879.50,88.803
880.00,88.867
880.50,88.841
881.00,88.727
881.50,88.902
882.00,89.032
882.50,88.966
883.00,88.922
883.50,88.901
884.00,88.890
884.50,88.933
885.00,89.023
885.50,88.911
886.00,88.751
886.50,88.722
887.00,88.799
887.50,88.997
888.00,89.102
888.50,89.241
889.00,89.243
889.50,89.101
890.00,89.063
890.50,88.972
891.00,88.831
891.50,88.832
892.00,88.934
892.50,88.963
893.00,88.934
893.50,89.108
894.00,89.206
894.50,89.041
895.00,89.064
895.50,89.293
896.00,89.151
896.50,89.084
897.00,88.927
897.50,88.974
898.00,89.406
898.50,89.093
899.00,89.020
899.50,89.145
900.00,88.911
900.50,88.718
901.00,88.686
901.50,88.602
902.00,88.528
902.50,88.589
903.00,88.341
903.50,88.635
904.00,89.105
904.50,89.049
905.00,89.288
905.50,89.494
906.00,89.362
906.50,88.953
907.00,88.567
907.50,88.675
908.00,88.670
908.50,88.457
909.00,88.223
909.50,88.553
910.00,89.072
910.50,88.985
911.00,89.151
911.50,89.182
912.00,89.259
912.50,89.458
913.00,89.146
913.50,88.858
914.00,88.950
914.50,89.090
915.00,89.273
915.50,89.088
916.00,88.821
916.50,88.628
917.00,88.362
917.50,88.687
918.00,88.615
918.50,88.390
919.00,88.992
919.50,88.896
920.00,88.313
920.50,88.260
921.00,87.668
921.50,87.405
922.00,87.660
922.50,88.202
923.00,88.982
923.50,89.401
924.00,89.485
924.50,88.843
925.00,88.347
925.50,88.475
926.00,88.638
926.50,88.702
927.00,88.277
927.50,87.866
928.00,87.907
928.50,87.840
929.00,88.275
929.50,88.586
930.00,88.272
930.50,87.769
931.00,88.310
931.50,88.972
932.00,88.609
932.50,88.742
933.00,88.538
933.50,87.909
934.00,88.843
934.50,89.859
935.00,88.976
935.50,88.049
936.00,88.338
936.50,88.582
937.00,88.246
937.50,87.675
938.00,87.222
938.50,87.589
939.00,86.833
939.50,85.321
940.00,85.999
940.50,87.306
941.00,87.653
941.50,87.576
942.00,87.894
942.50,89.917
943.00,90.324
943.50,90.094
944.00,91.028
944.50,89.240
945.00,88.043
945.50,88.091
946.00,87.503
946.50,88.522
947.00,89.203
947.50,88.347
948.00,87.306
948.50,86.963
949.00,87.407
949.50,88.931
950.00,90.529
