"Storage 040622 PM - RawData - C:\Documents and Settings\photometer\Desktop\File 090429 040622 PM.spc"
"Wavelength nm.","T%"
816.00,90.466
816.50,90.511
817.00,90.570
817.50,90.591
818.00,90.633
818.50,90.656
819.00,90.633
819.50,90.691
820.00,90.739
820.50,90.762
821.00,90.771
821.50,90.778
822.00,90.866
822.50,90.901
823.00,90.891
823.50,90.921
824.00,90.942
824.50,90.993
825.00,91.078
825.50,91.045
826.00,91.040
826.50,91.080
827.00,91.083
827.50,91.119
828.00,91.142
828.50,91.176
829.00,91.240
829.50,91.280
830.00,91.290
830.50,91.359
831.00,91.418
831.50,91.475
832.00,91.534
832.50,91.512
833.00,91.525
833.50,91.545
834.00,91.553
834.50,91.582
835.00,91.588
835.50,91.640
836.00,91.685
836.50,91.638
837.00,91.614
837.50,91.672
838.00,91.733
838.50,91.794
839.00,91.830
839.50,91.858
840.00,91.896
840.50,91.910
841.00,91.928
841.50,91.920
842.00,91.946
842.50,91.937
843.00,91.968
843.50,92.038
844.00,91.985
844.50,91.983
845.00,92.082
845.50,92.139
846.00,92.198
846.50,92.215
847.00,92.171
847.50,92.203
848.00,92.264
848.50,92.285
849.00,92.238
849.50,92.236
850.00,92.294
850.50,92.276
851.00,92.227
851.50,92.322
852.00,92.435
852.50,92.386
853.00,92.424
853.50,92.517
854.00,92.526
854.50,92.496
855.00,92.496
855.50,92.549
856.00,92.570
856.50,92.581
857.00,92.590
857.50,92.635
858.00,92.659
858.50,92.645
859.00,92.628
859.50,92.604
860.00,92.596
860.50,92.625
861.00,92.691
861.50,92.662
862.00,92.618
862.50,92.696
863.00,92.752
863.50,92.711
864.00,92.654
864.50,92.635
865.00,92.706
865.50,92.824
866.00,92.886
866.50,92.879
867.00,92.827
867.50,92.796
868.00,92.764
868.50,92.834
869.00,92.982
869.50,92.993
870.00,92.923
870.50,92.906
871.00,92.900
871.50,92.848
872.00,92.830
872.50,92.793
873.00,92.857
873.50,92.978
874.00,93.073
874.50,93.100
875.00,93.059
875.50,93.054
876.00,92.981
876.50,92.888
877.00,92.778
877.50,92.827
878.00,92.931
878.50,92.984
879.00,93.010
879.50,92.989
880.00,93.028
880.50,93.007
881.00,92.998
881.50,93.103
882.00,93.227
882.50,93.207
883.00,93.173
883.50,93.234
884.00,93.114
884.50,92.903
885.00,92.851
885.50,92.719
886.00,92.686
886.50,92.809
887.00,92.677
887.50,92.703
888.00,92.715
888.50,92.470
889.00,92.703
889.50,92.862
890.00,92.712
890.50,92.763
891.00,92.432
891.50,92.162
892.00,92.470
892.50,92.767
893.00,92.804
893.50,92.778
894.00,92.934
894.50,92.952
895.00,92.908
895.50,93.108
896.00,93.042
896.50,92.867
897.00,92.908
897.50,93.054
898.00,93.105
898.50,92.917
899.00,92.833
899.50,92.781
900.00,92.702
900.50,92.793
901.00,92.929
901.50,92.722
902.00,92.415
902.50,92.525
903.00,92.349
903.50,92.441
904.00,92.969
904.50,92.952
905.00,92.813
905.50,92.781
906.00,92.902
906.50,92.928
907.00,92.691
907.50,92.473
908.00,92.572
908.50,92.667
909.00,92.314
909.50,92.136
910.00,92.149
910.50,91.785
911.00,91.986
911.50,92.564
912.00,93.230
912.50,93.681
913.00,93.211
913.50,92.902
914.00,92.787
914.50,92.574
915.00,92.751
915.50,92.712
916.00,92.821
916.50,92.979
917.00,92.776
917.50,92.181
918.00,91.600
918.50,92.120
919.00,92.299
919.50,91.997
920.00,92.130
920.50,92.236
921.00,91.490
921.50,91.740
922.00,92.244
922.50,91.840
923.00,91.960
923.50,92.120
924.00,92.406
924.50,92.155
925.00,91.968
925.50,92.305
926.00,92.410
926.50,92.909
927.00,92.612
927.50,91.681
928.00,90.874
928.50,89.977
929.00,90.060
929.50,90.634
930.00,90.678
930.50,91.544
931.00,91.785
931.50,91.551
932.00,91.849
932.50,91.096
933.00,90.924
933.50,91.624
934.00,92.076
934.50,91.953
935.00,92.334
935.50,92.047
936.00,90.956
936.50,90.472
937.00,90.080
937.50,89.819
938.00,90.523
938.50,91.479
939.00,90.733
939.50,90.550
940.00,90.712
940.50,90.639
941.00,90.688
941.50,90.593
942.00,90.956
942.50,91.425
943.00,91.016
943.50,90.379
944.00,90.166
944.50,90.042
945.00,89.871
945.50,90.508
946.00,90.932
946.50,90.211
947.00,89.902
947.50,89.561
948.00,90.488
948.50,90.491
949.00,89.784
949.50,90.675
950.00,89.574
