"Storage 011426 PM - RawData - C:\Users\Kyung\Feb102011\UV\File 110210 011426 PM.spc"
"Wavelength nm.","T%"
621.50,82.64465
622.00,82.74689
622.50,82.73621
623.00,82.76978
623.50,82.65686
624.00,82.62787
624.50,82.56683
625.00,82.48444
625.50,82.64771
626.00,82.57751
626.50,82.54547
627.00,82.56989
627.50,82.53021
628.00,82.54395
628.50,82.55005
629.00,82.64923
629.50,82.62482
630.00,82.65076
630.50,82.50275
631.00,82.50122
631.50,82.56531
632.00,82.48749
632.50,82.54700
633.00,82.50580
633.50,82.55310
634.00,82.57141
634.50,82.56073
635.00,82.48291
635.50,82.54089
636.00,82.53174
636.50,82.52411
637.00,82.55157
637.50,82.56226
638.00,82.52716
638.50,82.55310
639.00,82.53937
639.50,82.52258
640.00,82.60498
640.50,82.61719
641.00,82.55920
641.50,82.54547
642.00,82.55310
642.50,82.55157
643.00,82.49817
643.50,82.47375
644.00,82.48596
644.50,82.57751
645.00,82.52563
645.50,82.59430
646.00,82.57904
646.50,82.61261
647.00,82.56378
647.50,82.50275
648.00,82.62482
648.50,82.56836
649.00,82.54395
649.50,82.53937
650.00,82.61108
650.50,82.64160
651.00,82.66602
651.50,82.65381
652.00,82.63092
652.50,82.61414
653.00,82.69958
653.50,82.68280
654.00,82.69806
654.50,82.69043
655.00,82.80487
655.50,82.72247
656.00,82.71790
656.50,82.72552
657.00,82.76062
657.50,82.80487
658.00,82.73926
658.50,82.70721
659.00,82.77435
659.50,82.75452
660.00,82.72858
660.50,82.63092
661.00,82.69501
661.50,82.70264
662.00,82.85980
662.50,82.78198
663.00,82.87811
663.50,82.83539
664.00,82.86743
664.50,82.90863
665.00,82.78351
665.50,82.85828
666.00,82.93304
666.50,82.96051
667.00,82.94220
667.50,82.91321
668.00,82.88116
668.50,82.86743
669.00,82.83997
669.50,82.89185
670.00,82.94525
670.50,82.98492
671.00,83.00934
671.50,83.04291
672.00,83.06580
672.50,83.02765
673.00,83.11920
673.50,83.10394
674.00,83.08563
674.50,83.04749
675.00,83.02002
675.50,83.05359
676.00,83.03986
676.50,83.11768
677.00,83.18024
677.50,83.16498
678.00,83.24585
678.50,83.29773
679.00,83.25348
679.50,83.25043
680.00,83.30688
680.50,83.36029
681.00,83.34808
681.50,83.34656
682.00,83.37250
682.50,83.41370
683.00,83.42133
683.50,83.42285
684.00,83.45032
684.50,83.39539
685.00,83.50677
685.50,83.39539
686.00,83.55255
686.50,83.63190
687.00,83.53882
687.50,83.58002
688.00,83.54187
688.50,83.53882
689.00,83.60443
689.50,83.50983
690.00,83.51135
690.50,83.58002
691.00,83.64410
691.50,83.64716
692.00,83.68225
692.50,83.64258
693.00,83.61969
693.50,83.69446
694.00,83.65631
694.50,83.71429
695.00,83.75549
695.50,83.84399
696.00,83.79517
696.50,83.86841
697.00,83.87756
697.50,83.84705
698.00,83.95538
698.50,83.95386
699.00,84.00574
699.50,84.00116
700.00,84.07135
700.50,84.11255
701.00,84.08966
701.50,84.07135
702.00,84.02405
702.50,84.06067
703.00,84.16595
703.50,84.12781
704.00,84.18884
704.50,84.26056
705.00,84.25446
705.50,84.27887
706.00,84.19647
706.50,84.26666
707.00,84.31702
707.50,84.28802
708.00,84.32159
708.50,84.37958
709.00,84.41925
709.50,84.45282
710.00,84.49554
710.50,84.48181
711.00,84.45892
711.50,84.48944
712.00,84.65271
712.50,84.61151
713.00,84.61456
713.50,84.60999
714.00,84.67865
714.50,84.58862
715.00,84.68170
715.50,84.68323
716.00,84.71985
716.50,84.64355
717.00,84.79767
717.50,84.82361
718.00,84.80988
718.50,84.86176
719.00,84.87701
719.50,84.82819
720.00,84.94263
720.50,84.90601
721.00,84.94110
