

 One-dimensional plot values
 Input line #      88
  X (Microns)   Y (Microns)  Distance (Microns) Photogeneration (pairs/cm^3)  
     22.50000     235.39999     235.39999        2.299998E+02
     22.50000     237.89998     237.89998        2.299998E+02
     22.50000     240.39999     240.39999        2.299998E+02
     22.50000     242.89999     242.89999        2.299998E+02
     22.50000     245.40000     245.39999        2.299998E+02
     22.50000     247.89998     247.89998        2.280114E+02
     22.50000     250.39999     250.39999        2.293157E+02
     22.50000     250.40165     250.40164        2.070136E+02
     22.50000     250.40498     250.40498        1.841332E+02
     22.50000     250.40831     250.40831        1.839617E+02
     22.50000     250.41165     250.41165        1.841332E+02
     22.50000     250.41498     250.41498        1.839617E+02
     22.50000     250.41832     250.41832        1.841332E+02
     22.50000     250.42165     250.42165        1.839617E+02
     22.50000     250.42498     250.42499        1.841332E+02
     22.50000     250.42832     250.42831        1.839617E+02
     22.50000     250.43165     250.43166        1.841332E+02
     22.50000     250.43499     250.43498        1.839617E+02
     22.50000     250.43832     250.43832        1.841332E+02
     22.50000     250.44166     250.44165        1.839617E+02
     22.50000     250.44499     250.44499        1.841332E+02
     22.50000     250.44832     250.44832        9.067926E+01
